original_filename,page,sr_no,current_gp_name,old_gp_villages,new_or_reconstituted_gp_name,new_gp_villages
GP_Delimitation_2019_Final-1-400.pdf,101,13 .,कोनरा,सुरपुरा,कोनरा,"1. कोनरा
2. मलूक का तला
3. सुन्दर नगर
4. मैहरानगढ़
5. उम्मेदनगर
6. सुरपुरा
7. रिडमाणियों का
तला"
GP_Delimitation_2019_Final-1-400.pdf,101,13 .,कोनरा,रतनपुरा,कोनरा,"1. कोनरा
2. मलूक का तला
3. सुन्दर नगर
4. मैहरानगढ़
5. उम्मेदनगर
6. सुरपुरा
7. रिडमाणियों का
तला"
GP_Delimitation_2019_Final-1-400.pdf,101,13 .,कोनरा,कोनरा विलायत,कोनरा,"1. कोनरा
2. मलूक का तला
3. सुन्दर नगर
4. मैहरानगढ़
5. उम्मेदनगर
6. सुरपुरा
7. रिडमाणियों का
तला"
GP_Delimitation_2019_Final-1-400.pdf,101,13 .,कोनरा,शाह,कोनरा,"1. कोनरा
2. मलूक का तला
3. सुन्दर नगर
4. मैहरानगढ़
5. उम्मेदनगर
6. सुरपुरा
7. रिडमाणियों का
तला"
GP_Delimitation_2019_Final-1-400.pdf,101,13 .,कोनरा,रिडमाणियों का तला,कोनरा,"1. कोनरा
2. मलूक का तला
3. सुन्दर नगर
4. मैहरानगढ़
5. उम्मेदनगर
6. सुरपुरा
7. रिडमाणियों का
तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,धारासर,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,आदर्श धारासर,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,दर्जियों का तला,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,आईदान की ढाणी,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,सांइयों की बस्ती,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,बांकाणा,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,रामजी का ढाणी,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,नन्दराम की ढाणी,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,हुडों का तला,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,बजरंगपुरा,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,खांगटों का तला,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,15 .,धारासर,कोठे का तला,धारासर,"1. धारासर
2. आदर्श धारासर
3. दर्जियों का तला
4. आईदान की
ढाणी
5. सांइयों की बस्ती
6. खांगटों का तला"
GP_Delimitation_2019_Final-1-400.pdf,102,17 .,ऊपरला,ऊपरला,ऊपरला,"1. ऊपरला
2. मानास
र"
GP_Delimitation_2019_Final-1-400.pdf,102,17 .,ऊपरला,मानासर,ऊपरला,"1. ऊपरला
2. मानास
र"
GP_Delimitation_2019_Final-1-400.pdf,102,17 .,ऊपरला,पराडिया,ऊपरला,"1. ऊपरला
2. मानास
र"
GP_Delimitation_2019_Final-1-400.pdf,102,17 .,ऊपरला,देवपुरा,ऊपरला,"1. ऊपरला
2. मानास
र"
GP_Delimitation_2019_Final-1-400.pdf,102,17 .,ऊपरला,जानी की बस्ती,ऊपरला,"1. ऊपरला
2. मानास
र"
GP_Delimitation_2019_Final-1-400.pdf,102,17 .,ऊपरला,सुमार की बस्ती 6 .,ऊपरला,"1. ऊपरला
2. मानास
र"
GP_Delimitation_2019_Final-1-400.pdf,102,17 .,ऊपरला,मेघासर,ऊपरला,"1. ऊपरला
2. मानास
र"
GP_Delimitation_2019_Final-1-400.pdf,102,,,पंचायत समिति,- धनाऊ,
GP_Delimitation_2019_Final-1-400.pdf,102,,"वर्तमान ग्रा ० प ०
का नाम",,"पुनर्गठित /
पुनर्सीमांकित /","पुनर्गठित /
पुनर्सीमांकित /"
GP_Delimitation_2019_Final-1-400.pdf,102,,"वर्तमान ग्रा ० प ०
का नाम",सम्मिलित ग्रामों का,"पुनर्गठित /
पुनर्सीमांकित /","पुनर्गठित /
पुनर्सीमांकित /"
GP_Delimitation_2019_Final-1-400.pdf,103,,,नाम,"नवसृजित
ग्रा ० प ० का नाम","नवसृजित ग्रा ० प ० में
ग्रामों का नाम"
GP_Delimitation_2019_Final-1-400.pdf,103,1,2,3,4,5
GP_Delimitation_2019_Final-1-400.pdf,103,1 .,बाछड़ाऊ,बाछड़ाऊ,बाछड़ाऊ,"1. बाछड़ाऊ
2. रूगपुरा"
GP_Delimitation_2019_Final-1-400.pdf,103,1 .,बाछड़ाऊ,खेमपुरा,बाछड़ाऊ,"1. बाछड़ाऊ
2. रूगपुरा"
GP_Delimitation_2019_Final-1-400.pdf,103,1 .,बाछड़ाऊ,जाणियोंवाला,बाछड़ाऊ,"1. बाछड़ाऊ
2. रूगपुरा"
GP_Delimitation_2019_Final-1-400.pdf,103,1 .,बाछड़ाऊ,थोरियोवाला,बाछड़ाऊ,"1. बाछड़ाऊ
2. रूगपुरा"
GP_Delimitation_2019_Final-1-400.pdf,103,1 .,बाछड़ाऊ,रूगपुरा,बाछड़ाऊ,"1. बाछड़ाऊ
2. रूगपुरा"
GP_Delimitation_2019_Final-1-400.pdf,103,3 .,सोड़ियार,सोड़ियार,सोडियार,"1. सोडियार
2. भुकरानसर
3. लाखासर
4. एरोंवाला"
GP_Delimitation_2019_Final-1-400.pdf,103,3 .,सोड़ियार,बेनिवालसर,सोडियार,"1. सोडियार
2. भुकरानसर
3. लाखासर
4. एरोंवाला"
GP_Delimitation_2019_Final-1-400.pdf,103,3 .,सोड़ियार,भूकरानसर,सोडियार,"1. सोडियार
2. भुकरानसर
3. लाखासर
4. एरोंवाला"
GP_Delimitation_2019_Final-1-400.pdf,103,3 .,सोड़ियार,लाखासर,सोडियार,"1. सोडियार
2. भुकरानसर
3. लाखासर
4. एरोंवाला"
GP_Delimitation_2019_Final-1-400.pdf,103,3 .,सोड़ियार,एरोंवाला,सोडियार,"1. सोडियार
2. भुकरानसर
3. लाखासर
4. एरोंवाला"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,बिसारणिया,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,भोजावास,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,फुसाणी दलासर,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,हीराणियों का तला,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,डेलूओं का तला,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,जाखड़ों का तला,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,रामनगर,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,4 .,बिसारणिया,विरड़ों का तला,बिसारणिया,"1. बिसारणिया
2. विरड़ों का तला
3. जाखड़ों का तला
4. रामनगर"
GP_Delimitation_2019_Final-1-400.pdf,103,6 .,नेहरों की नाडी,नेहरों की नाडी,नेहरों की नाडी,"1. नेहरों की नाडी
2. भीलों का तला
3. हरदानपुरा
4. मण्डासर
5. पदमाणी
6. धर्मपुरीजी का
खूंटा"
GP_Delimitation_2019_Final-1-400.pdf,103,6 .,नेहरों की नाडी,भीलों का तला,नेहरों की नाडी,"1. नेहरों की नाडी
2. भीलों का तला
3. हरदानपुरा
4. मण्डासर
5. पदमाणी
6. धर्मपुरीजी का
खूंटा"
GP_Delimitation_2019_Final-1-400.pdf,103,6 .,नेहरों की नाडी,हरदानपुरा,नेहरों की नाडी,"1. नेहरों की नाडी
2. भीलों का तला
3. हरदानपुरा
4. मण्डासर
5. पदमाणी
6. धर्मपुरीजी का
खूंटा"
GP_Delimitation_2019_Final-1-400.pdf,103,6 .,नेहरों की नाडी,मण्डासर,नेहरों की नाडी,"1. नेहरों की नाडी
2. भीलों का तला
3. हरदानपुरा
4. मण्डासर
5. पदमाणी
6. धर्मपुरीजी का
खूंटा"
GP_Delimitation_2019_Final-1-400.pdf,103,6 .,नेहरों की नाडी,हरपुनियोंवाला,नेहरों की नाडी,"1. नेहरों की नाडी
2. भीलों का तला
3. हरदानपुरा
4. मण्डासर
5. पदमाणी
6. धर्मपुरीजी का
खूंटा"
GP_Delimitation_2019_Final-1-400.pdf,103,6 .,नेहरों की नाडी,पदमाणी,नेहरों की नाडी,"1. नेहरों की नाडी
2. भीलों का तला
3. हरदानपुरा
4. मण्डासर
5. पदमाणी
6. धर्मपुरीजी का
खूंटा"
GP_Delimitation_2019_Final-1-400.pdf,103,6 .,नेहरों की नाडी,धर्मपुरीजी का खूंटा,नेहरों की नाडी,"1. नेहरों की नाडी
2. भीलों का तला
3. हरदानपुरा
4. मण्डासर
5. पदमाणी
6. धर्मपुरीजी का
खूंटा"
GP_Delimitation_2019_Final-1-400.pdf,104,7 .,पोकरासर,पोकरासर,पोकरासर,"1. पोकरासर
2. धीरासर
3. चिमनासर"
GP_Delimitation_2019_Final-1-400.pdf,104,7 .,पोकरासर,खारावाला,पोकरासर,"1. पोकरासर
2. धीरासर
3. चिमनासर"
GP_Delimitation_2019_Final-1-400.pdf,104,7 .,पोकरासर,चिमनासर,पोकरासर,"1. पोकरासर
2. धीरासर
3. चिमनासर"
GP_Delimitation_2019_Final-1-400.pdf,104,7 .,पोकरासर,धीरासर,पोकरासर,"1. पोकरासर
2. धीरासर
3. चिमनासर"
GP_Delimitation_2019_Final-1-400.pdf,104,9 .,सांइयों का तला,निम्बाला,सांइयों का तला,"1. सांइयों का तला
2. प्रेमनगर
3. सउवों का तला"
GP_Delimitation_2019_Final-1-400.pdf,104,9 .,सांइयों का तला,प्रेमनगर,सांइयों का तला,"1. सांइयों का तला
2. प्रेमनगर
3. सउवों का तला"
GP_Delimitation_2019_Final-1-400.pdf,104,9 .,सांइयों का तला,सांइयों का तला,सांइयों का तला,"1. सांइयों का तला
2. प्रेमनगर
3. सउवों का तला"
GP_Delimitation_2019_Final-1-400.pdf,104,9 .,सांइयों का तला,सउवों का तला,सांइयों का तला,"1. सांइयों का तला
2. प्रेमनगर
3. सउवों का तला"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,सावा,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,सिलोरों की बस्ती,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,सदराम की बेरी,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,जाणियों की बस्ती,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,थानाणियों की बस्ती,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,राजड़ों की बस्ती,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,कानाणीयों की बस्ती,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,हरचंदाणियों की,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,ढाणी,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,10 .,सावा,जाखड़ो की ढाणी,सांवा,"1. सांवा
2. सिलोरों की बस्ती
3. थानाणियों की
बस्ती
4. राजड़ों की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,104,12 .,कितनोरिया,कितनोरिया,कितनोरिया,"1. कितनोरिया
2. अलखू फकीर
बस्ती
3. कितनोर नाडी
4. समों की बस्ती
5. कालू की बेरी
6. खिलेरियों की"
GP_Delimitation_2019_Final-1-400.pdf,104,12 .,कितनोरिया,अलखू फकीर बस्ती,कितनोरिया,"1. कितनोरिया
2. अलखू फकीर
बस्ती
3. कितनोर नाडी
4. समों की बस्ती
5. कालू की बेरी
6. खिलेरियों की"
GP_Delimitation_2019_Final-1-400.pdf,104,12 .,कितनोरिया,कितनोर नाडी,कितनोरिया,"1. कितनोरिया
2. अलखू फकीर
बस्ती
3. कितनोर नाडी
4. समों की बस्ती
5. कालू की बेरी
6. खिलेरियों की"
GP_Delimitation_2019_Final-1-400.pdf,104,12 .,कितनोरिया,समों की बस्ती,कितनोरिया,"1. कितनोरिया
2. अलखू फकीर
बस्ती
3. कितनोर नाडी
4. समों की बस्ती
5. कालू की बेरी
6. खिलेरियों की"
GP_Delimitation_2019_Final-1-400.pdf,104,12 .,कितनोरिया,जाखड़ों का तला,कितनोरिया,"1. कितनोरिया
2. अलखू फकीर
बस्ती
3. कितनोर नाडी
4. समों की बस्ती
5. कालू की बेरी
6. खिलेरियों की"
GP_Delimitation_2019_Final-1-400.pdf,104,12 .,कितनोरिया,कालू की बेरी,कितनोरिया,"1. कितनोरिया
2. अलखू फकीर
बस्ती
3. कितनोर नाडी
4. समों की बस्ती
5. कालू की बेरी
6. खिलेरियों की"
GP_Delimitation_2019_Final-1-400.pdf,104,12 .,कितनोरिया,खिलेरियों की बस्ती,कितनोरिया,"1. कितनोरिया
2. अलखू फकीर
बस्ती
3. कितनोर नाडी
4. समों की बस्ती
5. कालू की बेरी
6. खिलेरियों की"
GP_Delimitation_2019_Final-1-400.pdf,105,13 .,ईटादा,ईटादा,ईटादा,"1. ईटादा
2. जाम का तला
3. सुथारों का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,13 .,ईटादा,ईटादिया,ईटादा,"1. ईटादा
2. जाम का तला
3. सुथारों का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,13 .,ईटादा,जाम का तला,ईटादा,"1. ईटादा
2. जाम का तला
3. सुथारों का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,13 .,ईटादा,सुथारों का तला,ईटादा,"1. ईटादा
2. जाम का तला
3. सुथारों का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,15 .,सरूपे का तला,सरूपे का तला,सरूपे का तला,1. सरूपे का तला
GP_Delimitation_2019_Final-1-400.pdf,105,15 .,सरूपे का तला,मीये का तला,सरूपे का तला,1. सरूपे का तला
GP_Delimitation_2019_Final-1-400.pdf,105,16 .,बींजासर,बींजासर,बींजासर,"1. बींजासर
2. हरजीयाणी की
ढ़ाणी
3. मीरू का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,16 .,बींजासर,भारे का तला,बींजासर,"1. बींजासर
2. हरजीयाणी की
ढ़ाणी
3. मीरू का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,16 .,बींजासर,एकलीया धोरा,बींजासर,"1. बींजासर
2. हरजीयाणी की
ढ़ाणी
3. मीरू का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,16 .,बींजासर,हरजीयाणी की ढ़ाणी,बींजासर,"1. बींजासर
2. हरजीयाणी की
ढ़ाणी
3. मीरू का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,16 .,बींजासर,रहुमा अजीम की,बींजासर,"1. बींजासर
2. हरजीयाणी की
ढ़ाणी
3. मीरू का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,16 .,बींजासर,बस्ती,बींजासर,"1. बींजासर
2. हरजीयाणी की
ढ़ाणी
3. मीरू का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,16 .,बींजासर,मीरू का तला,बींजासर,"1. बींजासर
2. हरजीयाणी की
ढ़ाणी
3. मीरू का तला"
GP_Delimitation_2019_Final-1-400.pdf,105,18 .,गौहड़ का तला,गौहड़ का तला,गौहड़ का तला,1. गौहड़ का तला
GP_Delimitation_2019_Final-1-400.pdf,105,18 .,गौहड़ का तला,सैयद मौज अली का,गौहड़ का तला,1. गौहड़ का तला
GP_Delimitation_2019_Final-1-400.pdf,105,18 .,गौहड़ का तला,तला,गौहड़ का तला,1. गौहड़ का तला
GP_Delimitation_2019_Final-1-400.pdf,105,18 .,गौहड़ का तला,आगनशाह की ढ़ाणी,गौहड़ का तला,1. गौहड़ का तला
GP_Delimitation_2019_Final-1-400.pdf,105,18 .,गौहड़ का तला,गगुपुरा,गौहड़ का तला,1. गौहड़ का तला
GP_Delimitation_2019_Final-1-400.pdf,105,20 .,तालसर,तालसर,तालसर,"1. तालसर
2. गंगुपुरा"
GP_Delimitation_2019_Final-1-400.pdf,105,20 .,तालसर,कृष्ण का तला,तालसर,"1. तालसर
2. गंगुपुरा"
GP_Delimitation_2019_Final-1-400.pdf,105,20 .,तालसर,सोमराड़,तालसर,"1. तालसर
2. गंगुपुरा"
GP_Delimitation_2019_Final-1-400.pdf,105,20 .,तालसर,वसिये का तला,तालसर,"1. तालसर
2. गंगुपुरा"
GP_Delimitation_2019_Final-1-400.pdf,106,22.,बामणोर अमीरशाह,बामणोर अमीरशाह,बामणोर अमीरशाह,"1. बामणोर
अमीरशाह
2. बामणोर भवरशाह
3. आरीसराबाद
4. सहारनपुर"
GP_Delimitation_2019_Final-1-400.pdf,106,22.,बामणोर अमीरशाह,बामणोर भवरशाह,बामणोर अमीरशाह,"1. बामणोर
अमीरशाह
2. बामणोर भवरशाह
3. आरीसराबाद
4. सहारनपुर"
GP_Delimitation_2019_Final-1-400.pdf,106,22.,बामणोर अमीरशाह,आरीसराबाद,बामणोर अमीरशाह,"1. बामणोर
अमीरशाह
2. बामणोर भवरशाह
3. आरीसराबाद
4. सहारनपुर"
GP_Delimitation_2019_Final-1-400.pdf,106,22.,बामणोर अमीरशाह,सहारनपुर,बामणोर अमीरशाह,"1. बामणोर
अमीरशाह
2. बामणोर भवरशाह
3. आरीसराबाद
4. सहारनपुर"
GP_Delimitation_2019_Final-1-400.pdf,106,22.,बामणोर अमीरशाह,पीगलपुरा,बामणोर अमीरशाह,"1. बामणोर
अमीरशाह
2. बामणोर भवरशाह
3. आरीसराबाद
4. सहारनपुर"
GP_Delimitation_2019_Final-1-400.pdf,106,22.,बामणोर अमीरशाह,बाण्डाबेरा,बामणोर अमीरशाह,"1. बामणोर
अमीरशाह
2. बामणोर भवरशाह
3. आरीसराबाद
4. सहारनपुर"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",अमीमौम्हद शाह की,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",बस्ती,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",राजगढ़,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",ठठर का डेर,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",बिलालानी,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",अम्बेडकर नगर,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",मिठा बेरा,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",रूपनगर,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",अमीरगढ़,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,24 .,"अमीमौम्हद शाह
की बस्ती",भीलो की बस्ती,"अमीमौम्हद शाह की
बस्ती","1. अमीमौम्हद शाह
की बस्ती
2. राजगढ
3. ठठर का डेर
4. बिलालानी
5. अम्बेडकर नगर
6. मिठा बेरा
7. अमीरगढ़
8. भीलो की बस्ती"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,लीलसर,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,पेमाणी मेगवालों की,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,ढ़ाणी,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,शेरपुरा,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,श्रवण नगर,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,सियागपुरा,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,गोदारां का तला,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,गोगादेव का तला,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,106,25 .,लीलसर,मुकने का तला,लीलसर,"1. लीलसर
2. पेमाणी मेगवालों
की ढाणी
3. शेरपुरा
4. श्रवण नगर
5. सियागपुरा
6. गोदारां का तला"
GP_Delimitation_2019_Final-1-400.pdf,107,27 .,पंवारियां तला,पंवारियां तला,पंवारियां तला,"1. पंवारियां तला
2. लीलसर दखणाद
3. बुड़ियों का तला
4. जसनाथ नगर
4. रूगासर"
GP_Delimitation_2019_Final-1-400.pdf,107,27 .,पंवारियां तला,लीलसर दखणाद,पंवारियां तला,"1. पंवारियां तला
2. लीलसर दखणाद
3. बुड़ियों का तला
4. जसनाथ नगर
4. रूगासर"
GP_Delimitation_2019_Final-1-400.pdf,107,27 .,पंवारियां तला,बुड़ियों का तला,पंवारियां तला,"1. पंवारियां तला
2. लीलसर दखणाद
3. बुड़ियों का तला
4. जसनाथ नगर
4. रूगासर"
