,original_filename,page,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
2768,GP_Delimitation_2019_Final-1-400.pdf,348,4,गडाजसराजपुर,"1. गडाजसराजपुर
2. पारडा माताजी
3. जुईतलाई",गडाजसराजपुर,"1. गडाजसराजपुर
2. पारडा माताजी",,,,,
2769,GP_Delimitation_2019_Final-1-400.pdf,348,LO,,,जुईतलाई,"1. जुईतलाई
2. नवाघरा
माताजी",,,,,
2770,GP_Delimitation_2019_Final-1-400.pdf,348,6,गलियाकोट,"1. गलियाकोट
2. नवाघरा माताजी",गलियाकोट,1. गलियाकोट,,,,,
2771,GP_Delimitation_2019_Final-1-400.pdf,348,7,बाबा की बार,"1. बाबा की बार
2. पुछियावाडा
3. बारवेजणिया
4. महुवाडा
5. विजयपुरा
6. फोफली बोर",बाबा की बार,"1. बाबा की बार
2. पुछियावाडा
3. बारवेजणिया",,,,,
2772,GP_Delimitation_2019_Final-1-400.pdf,348,8,,,फोफली बोर,"1. फोफली बोर
2. महुवाडा
3. विजयपुरा",,,,,
2773,GP_Delimitation_2019_Final-1-400.pdf,348,9,भैसरा छोटा,"1. भैसरा छोटा
2. भैसरा बड़ा
3. लिखतिया
4. नाडा",भैसरा छोटा,"1. भैसरा छोटा
2. भैसरा बड़ा",,,,,
2774,GP_Delimitation_2019_Final-1-400.pdf,348,10,,,लिखतिया,"1. लिखतिया
2. नाड़ा",,,,,
2775,GP_Delimitation_2019_Final-1-400.pdf,348,11,कसारिया,"1. कसारिया
2. मोदरा उर्फ़
दौलतपुरा
3. मोदरा उर्फ़
प्रथ्वीपुरा",कसारिया,1. कसारिया,,,,,
2776,GP_Delimitation_2019_Final-1-400.pdf,348,12,,,मोदरा उर्फ़ दौलतपुरा,"1. मोदरा उर्फ
दौलतपुरा
2. मोदरा उर्फ़
प्रथ्वीपुरा",,,,,
2777,GP_Delimitation_2019_Final-1-400.pdf,349,,,,,3. खेडासा,,,,,
2778,GP_Delimitation_2019_Final-1-400.pdf,349,13,नादिया,"1. नादिया
2. उपैया
3 . बिजोला
4. खेडासा",नादिया,"1. नादिया
2. बिजोला
3. उपैया",,,,,
2779,GP_Delimitation_2019_Final-1-400.pdf,349,,,पंचायत समिति,- सागवाडा -,,,,,,
2780,GP_Delimitation_2019_Final-1-400.pdf,349,क्र.सं.,"वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित ग्रा ० प ०
में ग्रामों का नाम",,,,,
2781,GP_Delimitation_2019_Final-1-400.pdf,349,1,2,3,4,5,,,,,
2782,GP_Delimitation_2019_Final-1-400.pdf,349,1,फलातेड,"1. फलातेड
2. फला डोली
3. भीलुडी
4. फला तोरणिया",फलातेड,"1. फलातेड
2. फला डोली
3. फला तोरणिया",,,,,
2783,GP_Delimitation_2019_Final-1-400.pdf,349,2,वगेरी,"1. वगेरी
2. पारडा मोरु
3. धाणी कलाजी
4. धाणी माला
5. टिमुरवा
6. कैलाशपुरी
7. सुखापादर",वगेरी,"1. वगेरी
2 .
3 .
4. धाणी माला
5. टिमुरवा
6. कैलाशपुरी
7. भीलुडी
पारडा मोरु
धाणी कलाजी",,,,,
2784,GP_Delimitation_2019_Final-1-400.pdf,349,3,"सेमलिया
पण्डया","1. सेमलिया पण्डया
2. वनखण्ड कांठल
3. लिम्बोड बडी
4. गडालालसिह
5. लिम्बोड छोटी
6. गुमानपुरा
7. शिवरामपुर","सेमलिया
पण्डया","1. सेमलिया
पण्डया
2. वनखण्ड
कांठल
3. लिम्बोड छोटी
4. गुमानपुरा
5. शिवरामपुर",,,,,
2785,GP_Delimitation_2019_Final-1-400.pdf,349,4,,,सुखापादर,"1. लिम्बोड बडी
2. गडालालसिह №
3 3. सुखापादर",,,,,
2786,GP_Delimitation_2019_Final-1-400.pdf,349,LO 5,बुचिया बड़ा,"1. बुचिया बड़ा
2. बुचिया छोटा
3. कल्याणपुर",बुचिया बड़ा,"1. बुचिया बड़ा
2. बुचिया छोटा
3. कल्याणपुर",,,,,
2787,GP_Delimitation_2019_Final-1-400.pdf,350,,,"4. चिबुडा
5. घोडाफला
6. बलरामपुर",,,,,,,
2788,GP_Delimitation_2019_Final-1-400.pdf,350,6,,,घोडापला,"1. चिबुडा
2. घोडापला
3. बलरामपुर",,,,,
2789,GP_Delimitation_2019_Final-1-400.pdf,350,7,वरदा,"1. वरदा
2. मेणोर
3. धाणी उपली
4 . नाल
5. धाणी निचली
6. किशनपुरा",वरदा,1. वरदा,,,,,
2790,GP_Delimitation_2019_Final-1-400.pdf,350,8,,,किशनपुरा,"1. मेणोर
2. धाणी उपली
3. नाल
4. धाणी निचली
5. किशनपुरा",,,,,
2791,GP_Delimitation_2019_Final-1-400.pdf,350,9,ठाकरडा,"1. ठाकरडा
2. नारायणपुरा
3. सिद्नाथपुरा
4. धाणी ठाकरडा
5. पाडला हाडलिया
6. गुलाबपुरा",ठाकरडा,1. ठाकरडा,,,,,
2792,GP_Delimitation_2019_Final-1-400.pdf,350,10,,,पाडला हाडलिया,"1. पाडला
हाडलिया
2. गुलाबपुरा
3. नारायणपुरा
4. डोला",,,,,
2793,GP_Delimitation_2019_Final-1-400.pdf,350,11,टामटिया,"1. टामटिया
2. बीजावाडा
3. भचडिया
4. भूलावाडा",टामटिया,"1. टामटिया
2. भचडिया",,,,,
2794,GP_Delimitation_2019_Final-1-400.pdf,350,12,,,बीजावाडा,"1. बीजावाडा
2. धाणी ठाकरडा
3. सिद्नाथपुरा",,,,,
2795,GP_Delimitation_2019_Final-1-400.pdf,351,13,सामलिया,"1. सामलिया
2. पानतलाई
3. सुन्दनपुर
4. शिवराजपुर
5. नवागाँव",सामलिया,"1. सामलिया
2. सुन्दनपुर",,,,,
2796,GP_Delimitation_2019_Final-1-400.pdf,351,14,,,नवागाँव,"1. पानतलाई
2. शिवराजपुर
3. नवागाँव",,,,,
2797,GP_Delimitation_2019_Final-1-400.pdf,351,15,कराडा,"1. कराडा
2. झांखरी
3. गडावासण
4. रामपुर
5. कराडा का वाडा",कराडा,"1. कराडा
2. कराडा का वाडा",,,,,
2798,GP_Delimitation_2019_Final-1-400.pdf,351,16,,,झांखरी,"1. झांखरी
2. गडावासण
3. रामपुर",,,,,
2799,GP_Delimitation_2019_Final-1-400.pdf,351,17,काहेला,"1. काहेला
2. भवानपुरा
3. नोखना
4. चकनोखना",काहेला,"काहेला
भवानपुरा
भूलावाडा
चकनोखना",,,,,
2800,GP_Delimitation_2019_Final-1-400.pdf,351,18,,,नोखना,"1. नोखना
2. भागेला",,,,,
2801,GP_Delimitation_2019_Final-1-400.pdf,351,19,बेण,"1. बेण
2. नालवाडा
3. प्रतापपुरा
4. भागेला
5. पंचावल
6. कन्तरी
7. भैरवपुरा",बेण,"1. बेण
2. नालवाडा
3. प्रतापपुरा
4. पंचावल
5. भैरवपुरा
6. कन्तरी",,,,,
2802,GP_Delimitation_2019_Final-1-400.pdf,351,20,पादरडी बडी,"1. पादरडी बडी
2. वमासा
3. कण्डोला
4. तातोला",पादरडी बडी,"1. पादरडी बडी
2. कण्डोला",,,,,
2803,GP_Delimitation_2019_Final-1-400.pdf,351,21,,,वमासा,"1. वमासा
2. तातोला",,,,,
2804,GP_Delimitation_2019_Final-1-400.pdf,352,22,गामडा,1. गामडा बामणिया,गामडा,1. गामडा,,,,,
2805,GP_Delimitation_2019_Final-1-400.pdf,352,,बामणिया,2. वाघमारिया,बामणिया,बामणिया,,,,,
2806,GP_Delimitation_2019_Final-1-400.pdf,352,,,3. सईयो का तालाब,,2. वाघमारिया,,,,,
2807,GP_Delimitation_2019_Final-1-400.pdf,352,,,4. गामडाबीड,,,,,,,
2808,GP_Delimitation_2019_Final-1-400.pdf,352,23,नन्दौड,"1. नन्दौड
2. रंगथौर
3. डोला",नन्दौड,1. नन्दौड,,,,,
2809,GP_Delimitation_2019_Final-1-400.pdf,352,24,बरबुदनिया,1. बरबुदनिया,बरबुदनिया,1. बरबुदनिया,,,,,
2810,GP_Delimitation_2019_Final-1-400.pdf,352,,,2. छाणी,,,,,,,
2811,GP_Delimitation_2019_Final-1-400.pdf,352,,,,,,,,,,
2812,GP_Delimitation_2019_Final-1-400.pdf,352,25,विराट,1. विराट,विराट,1. विराट,,,,,
2813,GP_Delimitation_2019_Final-1-400.pdf,352,,,2. कानेला,,2. कानेला,,,,,
2814,GP_Delimitation_2019_Final-1-400.pdf,352,,,3 . लोडेश्वर,,3. लोडेश्वर,,,,,
2815,GP_Delimitation_2019_Final-1-400.pdf,352,,,4. झखडा,,4. मटुवेट,,,,,
2816,GP_Delimitation_2019_Final-1-400.pdf,352,,,5. मटुवेट,,,,,,,
2817,GP_Delimitation_2019_Final-1-400.pdf,352,26,,,छाणी,"1. झखडा
2. छाणी",,,,,
2818,GP_Delimitation_2019_Final-1-400.pdf,352,27,पिपलागुंज,"1. पिपलागुंज
2. पाडलिया
3. गडा बेजणिया
4. फावटा",पिपलागुंज,"1. पिपलागुंज
2. पाडलिया
3. सईयो का
तालाब",,,,,
2819,GP_Delimitation_2019_Final-1-400.pdf,352,,,5. खेमावास,,4. गामडा बीड,,,,,
2820,GP_Delimitation_2019_Final-1-400.pdf,352,28,,,फावटा,"1. फावटा
2. खेमावास",,,,,
2821,GP_Delimitation_2019_Final-1-400.pdf,352,29,,,गडा वेजणिया,"1. गडा वेजणिया
2. रंगथौर",,,,,
2822,GP_Delimitation_2019_Final-1-400.pdf,352,,,पंचायत समिति,- डूंगरपुर,,,,,,
2823,GP_Delimitation_2019_Final-1-400.pdf,352,क्र.सं.,"वर्तमान ग्रा ० प ०
का नाम","नाम
वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का","पुनर्गठित / पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित ग्रा ० प ०
में ग्रामों का नाम",,,,,
2824,GP_Delimitation_2019_Final-1-400.pdf,352,1,2,3,4,5,,,,,
2825,GP_Delimitation_2019_Final-1-400.pdf,352,1 .,गडामोरैया,"1. गडामोरैया
2. खेमारू",गडामोरैया,"1. गडामोरैया
2. रामपुरबियोला",,,,,
2826,GP_Delimitation_2019_Final-1-400.pdf,353,,,3. गडामालजी,,3. बडोद 1,,,,,
2827,GP_Delimitation_2019_Final-1-400.pdf,353,2 .,,,खेमारू,"1. खेमारू
2. गडामालजी",,,,,
2828,GP_Delimitation_2019_Final-1-400.pdf,353,3 .,भटवाडा,"1. भटवाडा
2. बाडोद 1
3. खुमाणपूरा
4. नयागाव फरार्स
5. बाडोद 2
6. सटोडा",भटवाडा,"1. भटवाडा
2. खुमाणपूरा
3. नयागाव फरार्स
4. बाडोद 2
5. सटोडा",,,,,
2829,GP_Delimitation_2019_Final-1-400.pdf,353,A.,खेरवाडा,"1. छेला
2. खेरवाडा
3. ददोडिया
4. मालपुर
5. गुमानपुरा",खेरवाडा,"1. छेला
2. खेरवाडा
3. ददोडिया
4. गुमानपुरा",,,,,
2830,GP_Delimitation_2019_Final-1-400.pdf,353,5 .,गोकुलपुरा,"1. गोकुलपुरा
2. कूशालमगरी
3. भाटपुर
4. धूमणिया",भाटपुर,"1. भाटपुर
2. मालपुर
3. धूमणिया",,,,,
2831,GP_Delimitation_2019_Final-1-400.pdf,353,6 .,,,गोकुलपुरा,"1. गोकुलपुरा
2. कूशालमगरी",,,,,
2832,GP_Delimitation_2019_Final-1-400.pdf,353,7 .,पीपलादा,"1. पीपलादा
2. रामपूरबियोला
3. झाकोल",पीपलादा,"1. पीपलादा
2. झाकोल",,,,,
2833,GP_Delimitation_2019_Final-1-400.pdf,353,8 .,पाल देवल,1. पाल देवल,पाल देवल,"1. पाल देवल
2. देवघोघरा फला",,,,,
2834,GP_Delimitation_2019_Final-1-400.pdf,353,9 .,बटका फला,"1. बटका फला
2. देवघोघरा फला
3. बोला दरा",बटका फला,"1. बटका फला
2. बोला दरा",,,,,
2835,GP_Delimitation_2019_Final-1-400.pdf,353,10 .,सतीरामपुर,"1. मझौला
2. रामपुर
3. पादेरडी",सतीरामपुर,"1. रामपुर
2. सती",,,,,
2836,GP_Delimitation_2019_Final-1-400.pdf,353,11 .,,,मझौला,"1. मझौला
2. पादेरडी",,,,,
2837,GP_Delimitation_2019_Final-1-400.pdf,354,12 .,सुन्दरपुर,1. सुन्दरपुर,सुन्दरपुर,1. सुन्दरपुर,,,,,
2838,GP_Delimitation_2019_Final-1-400.pdf,354,,,2. मोकरवाडा,,2. इंदरखेत,,,,,
2839,GP_Delimitation_2019_Final-1-400.pdf,354,,,3. इंदरखेत,,3. धूवालिया,,,,,
2840,GP_Delimitation_2019_Final-1-400.pdf,354,,,4. धूवालिया,,4. लक्ष्मणपूरा,,,,,
2841,GP_Delimitation_2019_Final-1-400.pdf,354,,,5. सती,,,,,,,
2842,GP_Delimitation_2019_Final-1-400.pdf,354,13 .,सुरपुर,1. सुरपुर,सुरपुर,1. सुरपुर IN,,,,,
2843,GP_Delimitation_2019_Final-1-400.pdf,354,,,2. भीलवटा,,2. भीलवटा,,,,,
2844,GP_Delimitation_2019_Final-1-400.pdf,354,,,3. बालाडिठ,,3. बालाडिठ,,,,,
2845,GP_Delimitation_2019_Final-1-400.pdf,354,,,4. खेरी,,+ 4. खेरी,,,,,
2846,GP_Delimitation_2019_Final-1-400.pdf,354,,,5. लक्ष्मणपूरा,,,,,,,
2847,GP_Delimitation_2019_Final-1-400.pdf,354,14 .,खेडाकछवासा,"1. खेडाकछवासा
2. सुलइ",खेडाकछवासा,"1. खेडाकछवासा
2. सुलइ
3. नेजपुर",,,,,
2848,GP_Delimitation_2019_Final-1-400.pdf,354,15 .,उपरगाव,"1. उपरगाव
2. उन्दरडा
3. नेजपुर",उपरगाव,"1. उपरगाव
2. उन्दरडा",,,,,
2849,GP_Delimitation_2019_Final-1-400.pdf,354,16 .,गामडी देवल,"1. गामडी देवल
2. टाडी औबरी",गामडी देवल,1. गामडी देवल,,,,,
2850,GP_Delimitation_2019_Final-1-400.pdf,354,17 .,,,टाडी औबरी,"1. टाडी औबरी
2. नलवा",,,,,
2851,GP_Delimitation_2019_Final-1-400.pdf,354,18 .,गूमानपूरा,"1. गूमानपूरा
2. नलवा",गूमानपूरा,"1. गूमानपूरा
2. बूएला
3. मोकरवाडा",,,,,
2852,GP_Delimitation_2019_Final-1-400.pdf,354,19 .,वागदरी,"1. वागदरी
2. बूएला",वागदरी,1. वागदरी,,,,,
2853,GP_Delimitation_2019_Final-1-400.pdf,354,,,पंचायत समिति,- दोवड़ा,,,,,,
2854,GP_Delimitation_2019_Final-1-400.pdf,354,क्र.सं.,"वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित ग्रा 0 प 0 में
ग्रामों का नाम",,,,,
2855,GP_Delimitation_2019_Final-1-400.pdf,354,1,2,3,4,5,,,,,
2856,GP_Delimitation_2019_Final-1-400.pdf,354,1,धावडी,"1. धावडी
2. मोठ
3. घोडी आमली
4. देवसोमनाथ",धावडी,"1. धावडी
2. मोठ
3 . गरडा
4 . भागल सलावट
5. पारडा चौबिसा",,,,,
2857,GP_Delimitation_2019_Final-1-400.pdf,355,2,,,देवसोमनाथ,"1. देवसोमनाथ
2. घोडी आमली",,,,,
2858,GP_Delimitation_2019_Final-1-400.pdf,355,3,ओडवाडिया,"1. ओडवाडिया
2. गरडा
3. भागल सलावट
4. पारडा चौबिसा",ओडवाडिया,"1. ओडवाडिया
2. बेरणिया",,,,,
2859,GP_Delimitation_2019_Final-1-400.pdf,355,4,रघुनाथपुरा,"1. मोदरा
2. बेरणिया №
3 3. रघुनाथपुरा
4. खजुरीया",रघुनाथपुरा,"1. रघुनाथपुरा
2. मोदरा
3. खजुरीया",,,,,
2860,GP_Delimitation_2019_Final-1-400.pdf,355,5 LO,फलोज,"1. फलोज
2. फुटी तलाई
3. घटाउ
4. धाणी घटाउ",फलोज,"1. फलोज
2. फुटी तलाई",,,,,
2861,GP_Delimitation_2019_Final-1-400.pdf,355,6,,,घटाउ,"1. घटाउ
2. धाणी घटाउ",,,,,
2862,GP_Delimitation_2019_Final-1-400.pdf,355,7,रागेला,"1. रागेला
2. नरणिया",रागेला,1. रागेला,,,,,
2863,GP_Delimitation_2019_Final-1-400.pdf,355,8,,,नरणिया,1. नरणिया,,,,,
2864,GP_Delimitation_2019_Final-1-400.pdf,355,9,आसेला,"1. आसेला
2. मनपुर
3. सरकण सांई
4. सरकण कोपचा
5. धमाला",आसेला,"1. आसेला
2. सरकण सांई
3 . सरकण कोपचा",,,,,
2865,GP_Delimitation_2019_Final-1-400.pdf,355,10,,6 .,मनपुर,"1. मनपुर
2. धमाला",,,,,
2866,GP_Delimitation_2019_Final-1-400.pdf,355,11,हिराता,"1. हिराता
2. धरती माता
3. बन्देडा
4. बइयोडा",हिराता,"1. हिराता
2. बन्देडा
3. थैयाता",,,,,
2867,GP_Delimitation_2019_Final-1-400.pdf,355,12,,,बइयोडा,"1. धरती माता
2. बइयोडा",,,,,
2868,GP_Delimitation_2019_Final-1-400.pdf,355,13,लोलकपुर,"1. लोलकपुर
2. सेलज
3. नवा टापरा
4. विरी मय चक",लोलकपुर,"1. लोलकपुर
2. नवाटापरा",,,,,
2869,GP_Delimitation_2019_Final-1-400.pdf,355,14,,,सेलज,"1. सेलज
2. विरी मय चक",,,,,
2870,GP_Delimitation_2019_Final-1-400.pdf,355,15,आतंरी,"1. आंतरी
2. पारडा गोकलिया",आंतरी,"1. आंतरी
2. ओजरी",,,,,
2871,GP_Delimitation_2019_Final-1-400.pdf,356,,,"डोलवरीया का ओडा
पारडा मोरू
ओजरी
3 .
4 .
5 .
6. मारगीया महुडा",,3. मारगीया महुडा,,,,,
2872,GP_Delimitation_2019_Final-1-400.pdf,356,16,,,पारडा मोरू,"1. पारडा गोकलिया
2. डोलवरीया का
ओडा
3. पारडा मोरू",,,,,
2873,GP_Delimitation_2019_Final-1-400.pdf,356,17,कहारी,"1. कहारी चक अ
2. कहारी चक ब
3. डोलवर निचली
4. थैयाता",कहारी,"1. कहारी चक अ
2. कहारी चक ब
3. डोलवर निचली",,,,,
2874,GP_Delimitation_2019_Final-1-400.pdf,356,18,पुनाली,"1. पुनाली
2. गेहुवाडा
3 . पांतली
4. वाडा पुनाली
5. नयागांव पुनाली",पुनाली,"1. पुनाली
2. वाडा पुनाली
3. गेहुवाडा",,,,,
2875,GP_Delimitation_2019_Final-1-400.pdf,356,19,,,पांतली,"1. पांतली
2. नयागांव पुनाली",,,,,
2876,GP_Delimitation_2019_Final-1-400.pdf,356,20,हथाई,"1. हथाई
2. वाडा हथाई
3. सत्तु
4. देवकी
5. दरा हथाई",हथाई,"1. हथाई
2. वाडा हथाई
3. दरा हथाई",,,,,
2877,GP_Delimitation_2019_Final-1-400.pdf,356,21,,,सत्तु,"1. सत्तु
2. देवकी
3. भचडिया",,,,,
2878,GP_Delimitation_2019_Final-1-400.pdf,356,22,खेमपुर,"1. खेमपुर
2. तोरणिया
3. वागदरी
4. भचड़िया",खेमपुर,"1. खेमपुर
2. तोरणिया
3. वागदरी",,,,,
2879,GP_Delimitation_2019_Final-1-400.pdf,357,,"राजस्थान राजपत्र
विशेषांक","RAJASTHAN GAZETTE
Extraordinary",,,,,,,
2880,GP_Delimitation_2019_Final-1-400.pdf,357,,साअधिकार प्रकाशित,Published by Authority,,,,,,,
2881,GP_Delimitation_2019_Final-1-400.pdf,357,सत्यमेव जयते,"कार्तिक 25 , शनिवार
Kartika 25 Saturday",", शाके 1941 नवम्बर 16 , 2019
, Saka 1941 - November 16 , 2019",,,,,,,
2882,GP_Delimitation_2019_Final-1-400.pdf,358,,,पंचायत समिति,सूरतगढ़,,,,,,
2883,GP_Delimitation_2019_Final-1-400.pdf,358,क्र.सं,"वर्तमान ग्रा ० प ०
का नाम","| वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित /
पुनर्सीमांकित / नवसृ
जित
ग्रा ० प ० का नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित ग्रा 0 प 0 में
ग्रामों का नाम",,,,,
2884,GP_Delimitation_2019_Final-1-400.pdf,358,1,2,3,4,5,,,,,
2885,GP_Delimitation_2019_Final-1-400.pdf,358,1 .,घमंडिया,"1. 1 जीएमडी
2. 2 जीएमडी
3. 3 जीएमडी
4. 4 जीएमडी
5. 5 जीएमडी
6. 6 जीएमडी
7. 7 जीएमडी - बी
8. 7 जीएमडी - ए
9. 7 जीएमडी
10.23 एसटीबी
11.23 एसटीबी - ए
12.1 एसपीडी
13.4 एसपीडी",घमंडिया,"1. 1 जीएमडी
2. 2 जीएमडी
3. 3 जीएमडी
4. 4 जीएमडी
5. 5 जीएमडी
6. 6 जीएमडी
7. 7 जीएमडी - बी
8. 7 जीएमडी - ए
9. 7 जीएमडी
10.23 एसटीबी
11.23 एसटीबी - ए",,,,,
2886,GP_Delimitation_2019_Final-1-400.pdf,358,2 .,"4 केएसआर
श्योपुरा","1. 6 एसपीडी
2. 6 एसएचपीडी
3. 3 केएसआर
4. 2 केएसआर
5. 4 केएसआर","4 केएसआर
श्योपुरा","1. 6 एसपीडी
2. 6 एसएचपीडी
3. 3 केएसआर
4. 2 केएसआर
5. 4 केएसआर
6. 1 एसपीडी
7. 4 एसपीडी",,,,,
2887,GP_Delimitation_2019_Final-1-400.pdf,358,3 .,निरवाणा,"1. 11 एनडब्ल्यूडी
2. 11 एनआर डी
3. 2 आरएम बी
4. 2 आरएम ए
5. 1 आर एम
6. 8 एनआरडी
7. 10 एनआरडी
8. 9 एनआरडी
9. 9 एनआरडी बी
10.2 बीएनपीएम ए
11.2 बीएनपीएम बी",निरवाणा,"1. 11 एनडब्ल्यूडी
2. 11 एन आर डी
3. 2 आर एम बी
4. 2 आर एम ए
5. 1 आर एम
6. 8 एनआरडी
7. 10 एनआरडी
8. 9 एनआरडी
9. 9 एनआरडी बी
10.2 बीएनपीएम ए
11.2 बीएनपीएम बी",,,,,
2888,GP_Delimitation_2019_Final-1-400.pdf,359,,,12.7 एनआरडी,,12.7 एन आरडी,,,,,
2889,GP_Delimitation_2019_Final-1-400.pdf,359,,,13.207 आरडी,,13.207 आरडी,,,,,
2890,GP_Delimitation_2019_Final-1-400.pdf,359,,,14.2 एनआरडी,,14.2 एनआरडी,,,,,
2891,GP_Delimitation_2019_Final-1-400.pdf,359,,,15.4 एनआरडी,,15.4 एनआरडी,,,,,
2892,GP_Delimitation_2019_Final-1-400.pdf,359,,,16.6 एनआरडी,,16.6 एनआरडी,,,,,
2893,GP_Delimitation_2019_Final-1-400.pdf,359,,,17.5 एनआरडी,,17.5 एनआरडी,,,,,
2894,GP_Delimitation_2019_Final-1-400.pdf,359,,,18.3 एनआरडी,,18.3 एनआरडी,,,,,
2895,GP_Delimitation_2019_Final-1-400.pdf,359,,,19.3 एनआरडी ए,,19.3 एनआरडी ए,,,,,
2896,GP_Delimitation_2019_Final-1-400.pdf,359,,,20.1 एन आर डी,,20.1 एनआरडी,,,,,
2897,GP_Delimitation_2019_Final-1-400.pdf,359,,,21.2 एन आर डी ए,,21.2 एनआरडी ए,,,,,
2898,GP_Delimitation_2019_Final-1-400.pdf,359,,,22. 1 बी एन पी एम,,,,,,,
2899,GP_Delimitation_2019_Final-1-400.pdf,359,,,23.3 बी एन पी एम,,,,,,,
2900,GP_Delimitation_2019_Final-1-400.pdf,359,4 .,मानेवाला,1.2 एमएनडब्ल्यू,मानेवाला,1. 2 एमएनडब्ल्यू -,,,,,
2901,GP_Delimitation_2019_Final-1-400.pdf,359,,,"एम ए
2.2 एमएनडब्ल्यू
एम
3.3 एमएनडब्ल्यू
एम",,"एम ए
2. 2 एमएनडब्ल्यू
एम
3. 3 एमएनडब्ल्यू
एम",,,,,
2902,GP_Delimitation_2019_Final-1-400.pdf,359,,,4.1 एमएनडब्ल्यू,,4. 1 एमएनडब्ल्यू,,,,,
2903,GP_Delimitation_2019_Final-1-400.pdf,359,,,"5.1 एमएनडब्ल्यू
एम",,"5. 1 एमएनडब्ल्यू
एम
6. 1 बीएनपी एम",,,,,
2904,GP_Delimitation_2019_Final-1-400.pdf,359,,,,,7. 3 बीएनपी एम,,,,,
2905,GP_Delimitation_2019_Final-1-400.pdf,359,5 .,भगवानगढ,1. 22 एलजीडब्ल्यू,भगवानगढ़,1. 22 एलजीडब्ल्यू सी,,,,,
2906,GP_Delimitation_2019_Final-1-400.pdf,359,,,सी,,2. 4 डीबीएन,,,,,
2907,GP_Delimitation_2019_Final-1-400.pdf,359,,,2. 4 डीबीएन,,3. 5 डीबीएन,,,,,
2908,GP_Delimitation_2019_Final-1-400.pdf,359,,,3. 5 डीबीएन,,4. 3 डीबीएन,,,,,
2909,GP_Delimitation_2019_Final-1-400.pdf,359,,,4. 3 डीबीएन,,5. 1 डीबीएन बी,,,,,
2910,GP_Delimitation_2019_Final-1-400.pdf,359,,,5. 1 डीबीएन बी,,6. 16 एलकेएस,,,,,
2911,GP_Delimitation_2019_Final-1-400.pdf,359,,,6. 16 एलकेएस,,7. 17 एलकेएस,,,,,
2912,GP_Delimitation_2019_Final-1-400.pdf,359,,,7. 17 एलकेएस,,8. 22 एलजीडब्ल्यू ए,,,,,
2913,GP_Delimitation_2019_Final-1-400.pdf,359,,,8. 22 एलजीडब्ल्यू ए,,9. 22 एलजीडब्ल्यू बी,,,,,
2914,GP_Delimitation_2019_Final-1-400.pdf,359,,,9. 22 एलजीडब्ल्यू बी,,10.15 एसजीआर,,,,,
2915,GP_Delimitation_2019_Final-1-400.pdf,359,,,10. 15 एसजीआर,,11.23 एलजीडब्ल्यू बी,,,,,
2916,GP_Delimitation_2019_Final-1-400.pdf,359,,,11.23 एलजीडब्ल्यू बी,,12.23 एलजीडब्ल्यू ए,,,,,
2917,GP_Delimitation_2019_Final-1-400.pdf,359,,,12.23 एलजीडब्ल्यू ए,,13. 12 एसजीआर,,,,,
2918,GP_Delimitation_2019_Final-1-400.pdf,359,,,13. 12 एसजीआर,,,,,,,
2919,GP_Delimitation_2019_Final-1-400.pdf,360,,,14. 11 एसजीआर,,,,,,,
2920,GP_Delimitation_2019_Final-1-400.pdf,360,6 .,संघर,"1. 7 एसजीआर ए
2 . 7 एसजीआर
बी
3. 8 एसजीआर
4. 10 एसजीआर
5. 12 एसटीबी
6. 9 एसजीआर",संघर,"1. 7 एसजीआर ए
2 . 7 एसजीआर
बी
3. 8 एसजीआर
4. 10 एसजीआर
5. 12 एसटीबी
6. 9 एसजीआर
7. 11 एसजीआर",,,,,
2921,GP_Delimitation_2019_Final-1-400.pdf,360,,,पंचायत समिति,श्रीगंगानगर,,,,,,
2922,GP_Delimitation_2019_Final-1-400.pdf,360,क्र.सं.,"वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० | में
सम्मिलित ग्रामों का
नाम","पुनर्गठित /
पुनर्सीमांकित / नव
सृजित
ग्रा ० प ० का नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित ग्रा ० प ०
में ग्रामों का नाम",,,,,
2923,GP_Delimitation_2019_Final-1-400.pdf,360,1,2,3,4,5,,,,,
